operator_utterance,customer_utterance
オペレーター: はい。では、どうしましょう。その後、たーくさん時間が残ると思うんですけれどもー。,カスタマー: そうですね。とりあえずあのー、なんだろう、ま、夏場、夏場なので、ちょっとこう、悪くならないものをちょっとこう<>購入したらその足でー、その、なんだろう、朝、その、朝市のエリア内にあるー<>、生きが良い、せ、鮮魚のお店で、こ、ごは、あっ昼食を食べる<>ますかねー。
オペレーター: どうでしょう、お客様、10時とか、それぐらい早い時間がよろしいですか？,カスタマー: そうですね、頑張って早起きをしてますしー、あとあんまりお昼時混むとちょっと妹のことも心配なので、もう、開店と同時にちょっと早<>けど、早弁感覚で、はい、はい。
オペレーター: はい、では、こちら、ちょっと早めのお昼ご飯といった感じになるかもしれないんですけれどもー、この次いかがいたしましょう？,カスタマー: はい。えーと、その次はですね、ちょっとお腹もいっぱいになったので<>
オペレーター: ええ、ええ。,カスタマー: あのー、そうだな、どうしようかな。なんか昔、そのー、あの、仙台駅の駅前にー、えっと、なんか、なんか古びた映画館があったかと<>けどー、もしその映画館がもしかしたら様変わりしてしまったかもなんですけど、なんか<>があればー、ちょっと休みがてら映画館で<>、何でもいいんですけど、見たいかなって感じなんですけど、ありますかね。
オペレーター: まだまだオプションございますけれども、いかがいたしますか？,カスタマー: そうですね、あのー、えっと今日は朝は早起きをしてしまって、あ、<>てー、で、早弁もしたのでー、え<>、ちょっとあのーオヤツの時間を飛ばしてー、ちょっと早めのお夕食、また<>早弁にしようかなと思うんですがー、そのー、先程のそのー、地底の博物館の、あとにー、えーとー、そうですね、んー、お昼は和食だったのでちょっと、あ、ガッツリ洋食ではないんですがー、なんかちょっとこう
オペレーター: 要はそのー、洋風のものが良いか、和風のものが良いか。,カスタマー: そうですね、なんか、仙台の勝手なイメージなんですが、ちょっとやっぱり和風寄りかなと思うのでー
オペレーター: はい。,カスタマー: なんか、なんだろう、あ、ずんだとかはまた違うか。なんかそういう<>、あずき<>ありますかねー、なんか。
オペレーター: ずんだのお餅とかのがいいですかね。,カスタマー: ふっ、いいです。
オペレーター: お客様、どちらがよろしいでしょうか？,カスタマー: えっと、いま、ふふふ、両方って言いそうになっちゃったんですけど。
オペレーター: あ、ほんとですか。,カスタマー: <>鯛焼きは絶対マストですね、もう。絶対、はい、それはもう行きたいです。
オペレーター: お客様、両方行ってもいいんですよ。,カスタマー: はい、いいです。ふっ、両方お願いします。
