previous_operator_utterance,operator_utterance,customer_utterance
オペレーター: はい、あ、すいません、あのー、お客様ですね、あのー,オペレーター: えーと、何名様で行かれる予定でございますか？,カスタマー: はい、えーと、そうですね。友人と二人で行こうかなと思っています。
オペレーター: えーと、何名様で行かれる予定でございますか？,オペレーター: はい。,カスタマー: で、友人も、あのー、ちょっと女性じゃなくて男性の、男性と行こうかなと思ってるんですけどー
オペレーター: はい、かしこまりました。はい、少々お待ちください。すいません。,オペレーター: あと、すいません。あのー、具体的に行かれる季節ですとかー、あのー、決まっておりますか？,カスタマー: あ、季節はー、特に決まってないんですが、冬はちょっと自転車は寒いかなあと思うので、できれば冬以外がいいかなと思っています。
オペレーター: あ、はい。それでは、あのー、そうですね、じゃあ冬以外ということでー、はい、あのー、ちょっと調べてみ、あのー、はい。,オペレーター: あと他にですねー、そのー、しまなみ海道に行かれましてー、あと例えば他に観光したいですとかー、何か見てみたいですとかー、あのー、食べたりとかー、そういったご要望はございますか？,カスタマー: あ、はい。そうですね、あのー、訪ねられたら行ってみたい場所があるんですけどー、えーと
オペレーター: へー、左様でございますか。,オペレーター: ええ。,カスタマー: その二つの島にもし行ければ、行ってみたいなあと思っています。
オペレーター: はーい。,オペレーター: すいません。他に、ええ、他に何かご要望はございますか？,カスタマー: はい。そうですね、えっとー、もし途中かゴールのほうがいいかな、ゴール地点の近くでー、えーと
オペレーター: はい。,オペレーター: はい。,カスタマー: 温泉に入れる場所があればー、寄ってみたいのとー
オペレーター: はい。,オペレーター: はい。,カスタマー: しまなみ海道の、あのー、名物も味わいたいのでー<>
オペレーター: はい。,オペレーター: はい、はい、えー。,カスタマー: 甘いものとか、あとは昼食かな、昼食おすすめスポットがあれば教えていただけたらと思います。
オペレーター: はい。,オペレーター: あ、それでも構いませんし、あのー、終わったあと、<>ええ、あの、行かれても大丈夫かと思うんですけれどもー,カスタマー: あ、分かりました、そうですね、あの、戻ってきてから入るっていうのであれば<>いいかなと
