operator_utterance,customer_utterance
オペレーター: ま、そのビン玉が海岸沿いに続く、ま、こう飾られた遊歩道があってこちらその海岸沿いの遊歩道になってますね。,オペレーター: 夜にはビン玉の中に明かりが灯されてー、結構ロマンチックな、こうちょっと幻想的なー、イルミネーションみたいな感じになってまして結構そのー写真の写り映えとかもすごい良いんじゃないかなーと思いますけどー。
オペレーター: うん、うん、うん。そうですよねー。,オペレーター: あとは…。
オペレーター: ま、例えば夏だったら。,カスタマー: あー良いかもしんないですねー。うーん。
オペレーター: こちらがですね、あのー、8時、朝の8時半から夜の8時まで、はい、あの、長い時間営業しておりますので、はい。,オペレーター: はい。あとですね、あのー、動物園もあるかどうか、一応、念のため調べてみますので。
オペレーター: <>の科学博物館はい、見て。,オペレーター: えっとと、えー神戸迎賓館に行き。
オペレーター: 季節とかは特にないですか。,オペレーター: アハハハ、承知しました。では、しょ、ちょっと探してみますね。
オペレーター: あ、はい。,オペレーター: えーっと、現在ですね、ちょっといくつか見つかっているんですけれども。
オペレーター: 何件か紹介しましょうか？,オペレーター: はーい、かしこまりましたー。
オペレーター: 近くですと、あのーそごうの美術館がありますね。,オペレーター: えっとー、こちらも駅の近くで、あのちょっと歩いて行くんですけれども。
オペレーター: 結構多そうなのがですね、山形県ですねー、やっぱりまあ山がたくさんあるところほどー、まあそういったまあ渓谷のような感じで滝もあるっていうふうになっておりまして、例えば鳥海山、鳥海山という山は、名前の方は聞いたことありますか？,カスタマー: あのーお酒で聞いたことがある<>。
オペレーター: あ、はい。ただいまお調べいたしますので、はい。,カスタマー: あ、はい。すいません。
